client_id,topic,category_id
f6d0477e-6c65-4615-aa63-eb08ba201d1d,4,38
f6d0477e-6c65-4615-aa63-eb08ba201d1d,4,21
f6d0477e-6c65-4615-aa63-eb08ba201d1d,4,17
f6d0477e-6c65-4615-aa63-eb08ba201d1d,4,40
f6d0477e-6c65-4615-aa63-eb08ba201d1d,4,14
f6d0477e-6c65-4615-aa63-eb08ba201d1d,4,19
f6d0477e-6c65-4615-aa63-eb08ba201d1d,4,40
f6d0477e-6c65-4615-aa63-eb08ba201d1d,4,14
f6d0477e-6c65-4615-aa63-eb08ba201d1d,4,40
f6d0477e-6c65-4615-aa63-eb08ba201d1d,4,6
f6d0477e-6c65-4615-aa63-eb08ba201d1d,4,19
f6d0477e-6c65-4615-aa63-eb08ba201d1d,4,40
f6d0477e-6c65-4615-aa63-eb08ba201d1d,4,14
f6d0477e-6c65-4615-aa63-eb08ba201d1d,4,40
f6d0477e-6c65-4615-aa63-eb08ba201d1d,4,14
f6d0477e-6c65-4615-aa63-eb08ba201d1d,4,2
f6d0477e-6c65-4615-aa63-eb08ba201d1d,4,7
f6d0477e-6c65-4615-aa63-eb08ba201d1d,4,0
f6d0477e-6c65-4615-aa63-eb08ba201d1d,4,38
f6d0477e-6c65-4615-aa63-eb08ba201d1d,4,21
f6d0477e-6c65-4615-aa63-eb08ba201d1d,4,17
f6d0477e-6c65-4615-aa63-eb08ba201d1d,4,40
f6d0477e-6c65-4615-aa63-eb08ba201d1d,4,14
f6d0477e-6c65-4615-aa63-eb08ba201d1d,4,19
f6d0477e-6c65-4615-aa63-eb08ba201d1d,4,40
f6d0477e-6c65-4615-aa63-eb08ba201d1d,4,14
f6d0477e-6c65-4615-aa63-eb08ba201d1d,4,40
f6d0477e-6c65-4615-aa63-eb08ba201d1d,4,6
35e8b829-b6a7-4966-b84c-a1db1d6cbc23,3,7
35e8b829-b6a7-4966-b84c-a1db1d6cbc23,3,40
35e8b829-b6a7-4966-b84c-a1db1d6cbc23,3,0
35e8b829-b6a7-4966-b84c-a1db1d6cbc23,3,2
35e8b829-b6a7-4966-b84c-a1db1d6cbc23,3,0
35e8b829-b6a7-4966-b84c-a1db1d6cbc23,3,0
35e8b829-b6a7-4966-b84c-a1db1d6cbc23,3,2
35e8b829-b6a7-4966-b84c-a1db1d6cbc23,3,0
35e8b829-b6a7-4966-b84c-a1db1d6cbc23,3,40
35e8b829-b6a7-4966-b84c-a1db1d6cbc23,3,7
35e8b829-b6a7-4966-b84c-a1db1d6cbc23,3,40
35e8b829-b6a7-4966-b84c-a1db1d6cbc23,3,0
35e8b829-b6a7-4966-b84c-a1db1d6cbc23,3,7
35e8b829-b6a7-4966-b84c-a1db1d6cbc23,3,40
35e8b829-b6a7-4966-b84c-a1db1d6cbc23,3,0
35e8b829-b6a7-4966-b84c-a1db1d6cbc23,3,2
35e8b829-b6a7-4966-b84c-a1db1d6cbc23,3,0
35e8b829-b6a7-4966-b84c-a1db1d6cbc23,3,0
35e8b829-b6a7-4966-b84c-a1db1d6cbc23,3,2
35e8b829-b6a7-4966-b84c-a1db1d6cbc23,3,0
35e8b829-b6a7-4966-b84c-a1db1d6cbc23,3,40
35e8b829-b6a7-4966-b84c-a1db1d6cbc23,3,7
35e8b829-b6a7-4966-b84c-a1db1d6cbc23,3,40
35e8b829-b6a7-4966-b84c-a1db1d6cbc23,3,0
42a703d7-462a-4d5d-ac3a-e063fa2eddb0,1,0
42a703d7-462a-4d5d-ac3a-e063fa2eddb0,1,5
42a703d7-462a-4d5d-ac3a-e063fa2eddb0,1,14
42a703d7-462a-4d5d-ac3a-e063fa2eddb0,1,2
42a703d7-462a-4d5d-ac3a-e063fa2eddb0,1,2
42a703d7-462a-4d5d-ac3a-e063fa2eddb0,1,14
42a703d7-462a-4d5d-ac3a-e063fa2eddb0,1,17
42a703d7-462a-4d5d-ac3a-e063fa2eddb0,1,14
42a703d7-462a-4d5d-ac3a-e063fa2eddb0,1,38
42a703d7-462a-4d5d-ac3a-e063fa2eddb0,1,14
42a703d7-462a-4d5d-ac3a-e063fa2eddb0,1,2
42a703d7-462a-4d5d-ac3a-e063fa2eddb0,1,0
42a703d7-462a-4d5d-ac3a-e063fa2eddb0,1,5
42a703d7-462a-4d5d-ac3a-e063fa2eddb0,1,14
42a703d7-462a-4d5d-ac3a-e063fa2eddb0,1,2
42a703d7-462a-4d5d-ac3a-e063fa2eddb0,1,0
42a703d7-462a-4d5d-ac3a-e063fa2eddb0,1,5
42a703d7-462a-4d5d-ac3a-e063fa2eddb0,1,14
42a703d7-462a-4d5d-ac3a-e063fa2eddb0,1,2
42a703d7-462a-4d5d-ac3a-e063fa2eddb0,1,2
42a703d7-462a-4d5d-ac3a-e063fa2eddb0,1,14
42a703d7-462a-4d5d-ac3a-e063fa2eddb0,1,17
42a703d7-462a-4d5d-ac3a-e063fa2eddb0,1,14
42a703d7-462a-4d5d-ac3a-e063fa2eddb0,1,38
42a703d7-462a-4d5d-ac3a-e063fa2eddb0,1,14
42a703d7-462a-4d5d-ac3a-e063fa2eddb0,1,2
42a703d7-462a-4d5d-ac3a-e063fa2eddb0,1,0
42a703d7-462a-4d5d-ac3a-e063fa2eddb0,1,5
42a703d7-462a-4d5d-ac3a-e063fa2eddb0,1,14
42a703d7-462a-4d5d-ac3a-e063fa2eddb0,1,2
42a703d7-462a-4d5d-ac3a-e063fa2eddb0,1,0
42a703d7-462a-4d5d-ac3a-e063fa2eddb0,1,5
42a703d7-462a-4d5d-ac3a-e063fa2eddb0,1,14
42a703d7-462a-4d5d-ac3a-e063fa2eddb0,1,2
42a703d7-462a-4d5d-ac3a-e063fa2eddb0,1,2
42a703d7-462a-4d5d-ac3a-e063fa2eddb0,1,14
42a703d7-462a-4d5d-ac3a-e063fa2eddb0,1,17
42a703d7-462a-4d5d-ac3a-e063fa2eddb0,1,14
42a703d7-462a-4d5d-ac3a-e063fa2eddb0,1,38
42a703d7-462a-4d5d-ac3a-e063fa2eddb0,1,14
42a703d7-462a-4d5d-ac3a-e063fa2eddb0,1,2
42a703d7-462a-4d5d-ac3a-e063fa2eddb0,1,0
42a703d7-462a-4d5d-ac3a-e063fa2eddb0,1,5
42a703d7-462a-4d5d-ac3a-e063fa2eddb0,1,14
42a703d7-462a-4d5d-ac3a-e063fa2eddb0,1,2
42a703d7-462a-4d5d-ac3a-e063fa2eddb0,1,0
42a703d7-462a-4d5d-ac3a-e063fa2eddb0,1,5
42a703d7-462a-4d5d-ac3a-e063fa2eddb0,1,14
42a703d7-462a-4d5d-ac3a-e063fa2eddb0,1,2
42a703d7-462a-4d5d-ac3a-e063fa2eddb0,1,2
42a703d7-462a-4d5d-ac3a-e063fa2eddb0,1,14
42a703d7-462a-4d5d-ac3a-e063fa2eddb0,1,17
42a703d7-462a-4d5d-ac3a-e063fa2eddb0,1,14
42a703d7-462a-4d5d-ac3a-e063fa2eddb0,1,38
42a703d7-462a-4d5d-ac3a-e063fa2eddb0,1,14
42a703d7-462a-4d5d-ac3a-e063fa2eddb0,1,2
42a703d7-462a-4d5d-ac3a-e063fa2eddb0,1,0
42a703d7-462a-4d5d-ac3a-e063fa2eddb0,1,5
42a703d7-462a-4d5d-ac3a-e063fa2eddb0,1,14
42a703d7-462a-4d5d-ac3a-e063fa2eddb0,1,2
c5d7afc9-7670-4e6e-a149-b3111babb49e,4,5
c5d7afc9-7670-4e6e-a149-b3111babb49e,4,14
c5d7afc9-7670-4e6e-a149-b3111babb49e,4,14
c5d7afc9-7670-4e6e-a149-b3111babb49e,4,40
c5d7afc9-7670-4e6e-a149-b3111babb49e,4,24
c5d7afc9-7670-4e6e-a149-b3111babb49e,4,0
c5d7afc9-7670-4e6e-a149-b3111babb49e,4,17
c5d7afc9-7670-4e6e-a149-b3111babb49e,4,5
c5d7afc9-7670-4e6e-a149-b3111babb49e,4,5
c5d7afc9-7670-4e6e-a149-b3111babb49e,4,7
c5d7afc9-7670-4e6e-a149-b3111babb49e,4,2
c5d7afc9-7670-4e6e-a149-b3111babb49e,4,36
c5d7afc9-7670-4e6e-a149-b3111babb49e,4,4
c5d7afc9-7670-4e6e-a149-b3111babb49e,4,29
c5d7afc9-7670-4e6e-a149-b3111babb49e,4,14
c5d7afc9-7670-4e6e-a149-b3111babb49e,4,5
c5d7afc9-7670-4e6e-a149-b3111babb49e,4,14
c5d7afc9-7670-4e6e-a149-b3111babb49e,4,14
c5d7afc9-7670-4e6e-a149-b3111babb49e,4,40
c5d7afc9-7670-4e6e-a149-b3111babb49e,4,24
c5d7afc9-7670-4e6e-a149-b3111babb49e,4,0
c5d7afc9-7670-4e6e-a149-b3111babb49e,4,4
5b884f81-9390-4ea9-89b2-de468c0c9617,4,5
5b884f81-9390-4ea9-89b2-de468c0c9617,4,17
5b884f81-9390-4ea9-89b2-de468c0c9617,4,17
5b884f81-9390-4ea9-89b2-de468c0c9617,4,40
5b884f81-9390-4ea9-89b2-de468c0c9617,4,0
5b884f81-9390-4ea9-89b2-de468c0c9617,4,0
5b884f81-9390-4ea9-89b2-de468c0c9617,4,4
5b884f81-9390-4ea9-89b2-de468c0c9617,4,2
5b884f81-9390-4ea9-89b2-de468c0c9617,4,17
5b884f81-9390-4ea9-89b2-de468c0c9617,4,5
5b884f81-9390-4ea9-89b2-de468c0c9617,4,17
5b884f81-9390-4ea9-89b2-de468c0c9617,4,17
5b884f81-9390-4ea9-89b2-de468c0c9617,4,40
5b884f81-9390-4ea9-89b2-de468c0c9617,4,2
5b884f81-9390-4ea9-89b2-de468c0c9617,4,5
5b884f81-9390-4ea9-89b2-de468c0c9617,4,17
5b884f81-9390-4ea9-89b2-de468c0c9617,4,17
5b884f81-9390-4ea9-89b2-de468c0c9617,4,40
5b884f81-9390-4ea9-89b2-de468c0c9617,4,0
5b884f81-9390-4ea9-89b2-de468c0c9617,4,0
5b884f81-9390-4ea9-89b2-de468c0c9617,4,4
5b884f81-9390-4ea9-89b2-de468c0c9617,4,2
5b884f81-9390-4ea9-89b2-de468c0c9617,4,17
5b884f81-9390-4ea9-89b2-de468c0c9617,4,5
5b884f81-9390-4ea9-89b2-de468c0c9617,4,17
5b884f81-9390-4ea9-89b2-de468c0c9617,4,17
5b884f81-9390-4ea9-89b2-de468c0c9617,4,40
5b884f81-9390-4ea9-89b2-de468c0c9617,4,2
5b884f81-9390-4ea9-89b2-de468c0c9617,4,5
5b884f81-9390-4ea9-89b2-de468c0c9617,4,17
5b884f81-9390-4ea9-89b2-de468c0c9617,4,17
5b884f81-9390-4ea9-89b2-de468c0c9617,4,40
5b884f81-9390-4ea9-89b2-de468c0c9617,4,0
5b884f81-9390-4ea9-89b2-de468c0c9617,4,0
5b884f81-9390-4ea9-89b2-de468c0c9617,4,4
5b884f81-9390-4ea9-89b2-de468c0c9617,4,2
5b884f81-9390-4ea9-89b2-de468c0c9617,4,17
5b884f81-9390-4ea9-89b2-de468c0c9617,4,5
5b884f81-9390-4ea9-89b2-de468c0c9617,4,17
5b884f81-9390-4ea9-89b2-de468c0c9617,4,17
5b884f81-9390-4ea9-89b2-de468c0c9617,4,40
5b884f81-9390-4ea9-89b2-de468c0c9617,4,2
3f066e79-66f4-42ef-ad4c-17f0fa79ba9a,2,14
3f066e79-66f4-42ef-ad4c-17f0fa79ba9a,2,7
3f066e79-66f4-42ef-ad4c-17f0fa79ba9a,2,2
3f066e79-66f4-42ef-ad4c-17f0fa79ba9a,2,12
3f066e79-66f4-42ef-ad4c-17f0fa79ba9a,2,0
3f066e79-66f4-42ef-ad4c-17f0fa79ba9a,2,0
3f066e79-66f4-42ef-ad4c-17f0fa79ba9a,2,36
3f066e79-66f4-42ef-ad4c-17f0fa79ba9a,2,16
3f066e79-66f4-42ef-ad4c-17f0fa79ba9a,2,2
3f066e79-66f4-42ef-ad4c-17f0fa79ba9a,2,40
3f066e79-66f4-42ef-ad4c-17f0fa79ba9a,2,17
3f066e79-66f4-42ef-ad4c-17f0fa79ba9a,2,0
3f066e79-66f4-42ef-ad4c-17f0fa79ba9a,2,17
3f066e79-66f4-42ef-ad4c-17f0fa79ba9a,2,14
3f066e79-66f4-42ef-ad4c-17f0fa79ba9a,2,1
3f066e79-66f4-42ef-ad4c-17f0fa79ba9a,2,14
3f066e79-66f4-42ef-ad4c-17f0fa79ba9a,2,7
3f066e79-66f4-42ef-ad4c-17f0fa79ba9a,2,2
3f066e79-66f4-42ef-ad4c-17f0fa79ba9a,2,12
3f066e79-66f4-42ef-ad4c-17f0fa79ba9a,2,0
3f066e79-66f4-42ef-ad4c-17f0fa79ba9a,2,0
3f066e79-66f4-42ef-ad4c-17f0fa79ba9a,2,36
3f066e79-66f4-42ef-ad4c-17f0fa79ba9a,2,16
3f066e79-66f4-42ef-ad4c-17f0fa79ba9a,2,2
3f066e79-66f4-42ef-ad4c-17f0fa79ba9a,2,40
3f066e79-66f4-42ef-ad4c-17f0fa79ba9a,2,17
3f066e79-66f4-42ef-ad4c-17f0fa79ba9a,2,0
3f066e79-66f4-42ef-ad4c-17f0fa79ba9a,2,17
3f066e79-66f4-42ef-ad4c-17f0fa79ba9a,2,14
3f066e79-66f4-42ef-ad4c-17f0fa79ba9a,2,1
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,30
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,2
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,2
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,2
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,5
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,30
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,19
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,2
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,5
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,8
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,0
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,2
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,40
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,2
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,5
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,30
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,2
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,2
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,2
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,5
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,30
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,6
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,30
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,2
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,2
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,2
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,5
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,30
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,19
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,2
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,5
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,8
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,0
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,2
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,40
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,2
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,5
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,30
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,2
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,2
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,2
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,5
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,30
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,6
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,30
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,2
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,2
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,2
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,5
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,30
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,19
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,2
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,5
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,8
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,0
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,2
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,40
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,2
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,5
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,30
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,2
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,2
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,2
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,5
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,30
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,6
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,30
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,2
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,2
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,2
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,5
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,30
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,19
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,2
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,5
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,8
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,0
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,2
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,40
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,2
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,5
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,30
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,2
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,2
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,2
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,5
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,30
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,6
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,30
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,2
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,2
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,2
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,5
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,30
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,19
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,2
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,5
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,8
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,0
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,2
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,40
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,2
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,5
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,30
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,2
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,2
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,2
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,5
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,30
3f9c6da9-5762-4f56-9c61-56874e9fc89b,4,6
c0df7d22-9f6c-4ec8-b592-e4fa00259cd3,3,14
c0df7d22-9f6c-4ec8-b592-e4fa00259cd3,3,8
c0df7d22-9f6c-4ec8-b592-e4fa00259cd3,3,1
c0df7d22-9f6c-4ec8-b592-e4fa00259cd3,3,39
c0df7d22-9f6c-4ec8-b592-e4fa00259cd3,3,0
c0df7d22-9f6c-4ec8-b592-e4fa00259cd3,3,0
c0df7d22-9f6c-4ec8-b592-e4fa00259cd3,3,0
c0df7d22-9f6c-4ec8-b592-e4fa00259cd3,3,40
c0df7d22-9f6c-4ec8-b592-e4fa00259cd3,3,4
c0df7d22-9f6c-4ec8-b592-e4fa00259cd3,3,14
c0df7d22-9f6c-4ec8-b592-e4fa00259cd3,3,8
c0df7d22-9f6c-4ec8-b592-e4fa00259cd3,3,1
c0df7d22-9f6c-4ec8-b592-e4fa00259cd3,3,39
c0df7d22-9f6c-4ec8-b592-e4fa00259cd3,3,0
c0df7d22-9f6c-4ec8-b592-e4fa00259cd3,3,0
c0df7d22-9f6c-4ec8-b592-e4fa00259cd3,3,0
c0df7d22-9f6c-4ec8-b592-e4fa00259cd3,3,40
c0df7d22-9f6c-4ec8-b592-e4fa00259cd3,3,5
c0df7d22-9f6c-4ec8-b592-e4fa00259cd3,3,14
c0df7d22-9f6c-4ec8-b592-e4fa00259cd3,3,8
c0df7d22-9f6c-4ec8-b592-e4fa00259cd3,3,1
c0df7d22-9f6c-4ec8-b592-e4fa00259cd3,3,39
c0df7d22-9f6c-4ec8-b592-e4fa00259cd3,3,0
c0df7d22-9f6c-4ec8-b592-e4fa00259cd3,3,0
c0df7d22-9f6c-4ec8-b592-e4fa00259cd3,3,0
c0df7d22-9f6c-4ec8-b592-e4fa00259cd3,3,40
c0df7d22-9f6c-4ec8-b592-e4fa00259cd3,3,4
c0df7d22-9f6c-4ec8-b592-e4fa00259cd3,3,14
c0df7d22-9f6c-4ec8-b592-e4fa00259cd3,3,8
c0df7d22-9f6c-4ec8-b592-e4fa00259cd3,3,1
c0df7d22-9f6c-4ec8-b592-e4fa00259cd3,3,39
c0df7d22-9f6c-4ec8-b592-e4fa00259cd3,3,0
c0df7d22-9f6c-4ec8-b592-e4fa00259cd3,3,0
c0df7d22-9f6c-4ec8-b592-e4fa00259cd3,3,0
c0df7d22-9f6c-4ec8-b592-e4fa00259cd3,3,40
c0df7d22-9f6c-4ec8-b592-e4fa00259cd3,3,5
c61955e9-7d92-40a8-8138-e69ab2069100,0,17
c61955e9-7d92-40a8-8138-e69ab2069100,0,5
c61955e9-7d92-40a8-8138-e69ab2069100,0,40
c61955e9-7d92-40a8-8138-e69ab2069100,0,2
c61955e9-7d92-40a8-8138-e69ab2069100,0,2
c61955e9-7d92-40a8-8138-e69ab2069100,0,2
c61955e9-7d92-40a8-8138-e69ab2069100,0,17
c61955e9-7d92-40a8-8138-e69ab2069100,0,5
c61955e9-7d92-40a8-8138-e69ab2069100,0,2
c61955e9-7d92-40a8-8138-e69ab2069100,0,0
c61955e9-7d92-40a8-8138-e69ab2069100,0,0
c61955e9-7d92-40a8-8138-e69ab2069100,0,7
c61955e9-7d92-40a8-8138-e69ab2069100,0,0
c61955e9-7d92-40a8-8138-e69ab2069100,0,17
c61955e9-7d92-40a8-8138-e69ab2069100,0,5
c61955e9-7d92-40a8-8138-e69ab2069100,0,40
c61955e9-7d92-40a8-8138-e69ab2069100,0,2
c61955e9-7d92-40a8-8138-e69ab2069100,0,3
c61955e9-7d92-40a8-8138-e69ab2069100,0,1
3f9c6da9-5762-4f56-9c61-56874e9fc89b,0,30
3f9c6da9-5762-4f56-9c61-56874e9fc89b,0,2
3f9c6da9-5762-4f56-9c61-56874e9fc89b,0,2
3f9c6da9-5762-4f56-9c61-56874e9fc89b,0,2
3f9c6da9-5762-4f56-9c61-56874e9fc89b,0,5
3f9c6da9-5762-4f56-9c61-56874e9fc89b,0,30
3f9c6da9-5762-4f56-9c61-56874e9fc89b,0,19
3f9c6da9-5762-4f56-9c61-56874e9fc89b,0,2
3f9c6da9-5762-4f56-9c61-56874e9fc89b,0,5
3f9c6da9-5762-4f56-9c61-56874e9fc89b,0,8
3f9c6da9-5762-4f56-9c61-56874e9fc89b,0,0
3f9c6da9-5762-4f56-9c61-56874e9fc89b,0,2
3f9c6da9-5762-4f56-9c61-56874e9fc89b,0,40
3f9c6da9-5762-4f56-9c61-56874e9fc89b,0,2
3f9c6da9-5762-4f56-9c61-56874e9fc89b,0,5
3f9c6da9-5762-4f56-9c61-56874e9fc89b,0,30
3f9c6da9-5762-4f56-9c61-56874e9fc89b,0,2
3f9c6da9-5762-4f56-9c61-56874e9fc89b,0,2
