source,target,similarity
부가서비스,포인트를,0.9685407876968384
부가서비스,청구서에,0.9681053757667542
부가서비스,상품,0.9659368991851808
부가서비스,설치하고,0.9640354514122008
부가서비스,물어볼,0.9634132385253906
부가서비스,안녕하세요.,0.9625083208084106
부가서비스,가입하려고,0.9585256576538086
부가서비스,상품에,0.9563900232315063
부가서비스,새,0.9551778435707092
부가서비스,문의하려고,0.9540776610374452
안녕하세요?,LGU+입니다.,0.9942635297775269
안녕하세요?,사용하고,0.9890126585960388
안녕하세요?,정지를,0.9890064597129822
안녕하세요?,납부에,0.9872573018074036
안녕하세요?,추가하고,0.9854478240013124
안녕하세요?,하려고,0.9849759340286256
안녕하세요?,내가,0.9847481846809388
안녕하세요?,씨발.,0.9836305975914
안녕하세요?,개통하고,0.9832583069801332
안녕하세요?,결합상품을,0.9829686880111694
안녕하세요?,선택약정,0.9824652075767516
안녕하세요?,기종으로,0.9819812774658204
안녕하세요?,결합상품,0.981952667236328
안녕하세요?,할인은,0.980975866317749
안녕하세요?,내용이,0.9799494743347168
안녕하세요?,해외,0.9796838760375975
안녕하세요?,문의합니다.,0.9796114563941956
안녕하세요?,보안,0.9787511229515076
안녕하세요?,문의하시는,0.978698432445526
안녕하세요?,느립니다.,0.9784370064735411
분실했는데,분실했어요.,0.9923787117004396
분실했는데,적립하고,0.9923422932624816
분실했는데,연결이,0.9920889139175416
분실했는데,태블릿이,0.9918670654296876
분실했는데,"야,",0.9916599988937378
분실했는데,품질이,0.9914491772651672
분실했는데,와이파이가,0.990840494632721
분실했는데,느립니다.,0.990530014038086
분실했는데,해지하실,0.9899404644966124
결합상품,하려고,0.9946405291557312
결합상품,추가하고,0.994620442390442
결합상품,납부에,0.9930260181427002
결합상품,해지하십니까?,0.9926604628562928
결합상품,느립니다.,0.9925021529197692
결합상품,해지하실,0.992494821548462
결합상품,정지를,0.9923415780067444
결합상품,결합상품을,0.9921274185180664
결합상품,적립하고,0.991933286190033
결합상품,보안,0.9918212294578552
결합상품,태블릿이,0.991585910320282
결합상품,노트북이,0.9904380440711976
결합상품,"야,",0.9904150366783142
결합상품,연결이,0.9902148842811584
결합상품,로밍에,0.9898454546928406
결합상품,주신,0.9897627234458924
잃어버렸습니다.,소액결제,0.9950701594352722
잃어버렸습니다.,계속,0.9946903586387634
잃어버렸습니다.,회선,0.994503378868103
잃어버렸습니다.,분실했어요.,0.9944089651107788
잃어버렸습니다.,기다리라고,0.9937355518341064
잃어버렸습니다.,품질이,0.9933624863624572
잃어버렸습니다.,해지하실,0.9931752681732178
잃어버렸습니다.,분실했는데,0.9928273558616638
잃어버렸습니다.,적립하고,0.992669641971588
잃어버렸습니다.,돼요!,0.9926629066467284
잃어버렸습니다.,분실한,0.9925275444984436
잃어버렸습니다.,느립니다.,0.9924871921539308
잃어버렸습니다.,계약,0.9920490384101868
잃어버렸습니다.,"야,",0.9917864203453064
멤버십,포인트를,0.9898172616958618
멤버십,종류가,0.9843368530273438
멤버십,노트북이,0.981531262397766
멤버십,문의하려고,0.981364607810974
멤버십,해외,0.9796748161315918
멤버십,로밍에,0.9788349866867064
멤버십,부가서비스가,0.9779773354530334
멤버십,선택약정,0.9776695370674132
멤버십,물어볼,0.9773477911949158
멤버십,개통하고,0.9769383668899536
멤버십,결합상품,0.9758727550506592
멤버십,새,0.9749110341072084
멤버십,납부에,0.9745622277259828
멤버십,연결이,0.9742132425308228
멤버십,새로,0.971541464328766
멤버십,상품,0.970946967601776
멤버십,부가서비스를,0.9702388048171996
멤버십,결합할인에,0.9701148271560668
포인트를,개통하고,0.9899213314056396
포인트를,새,0.9892216324806212
포인트를,설치하고,0.9879081845283508
포인트를,노트북이,0.9874077439308168
포인트를,문의하려고,0.987027645111084
포인트를,연결이,0.9869637489318848
포인트를,가입한,0.9858481884002686
포인트를,로밍에,0.9833170175552368
포인트를,신규,0.9831212162971495
포인트를,와이파이가,0.981422483921051
포인트를,분실했는데,0.9809967875480652
포인트를,결합상품,0.9809464812278748
포인트를,진짜,0.9807104468345642
안녕하세요.,가입한,0.979601800441742
안녕하세요.,새,0.9777778387069702
안녕하세요.,안녕하세요!,0.9734411239624025
해지하시겠습니까?,문의하려고,0.9684751629829408
해지하시겠습니까?,부가서비스,0.96820729970932
해지하시겠습니까?,멤버십,0.9656460285186768
해지하시겠습니까?,종류가,0.9622116088867188
해지하시겠습니까?,상품에,0.9602351188659668
해지하시겠습니까?,해외,0.9602228999137878
해지하시겠습니까?,설치하고,0.9600569605827332
해지하시겠습니까?,포인트를,0.9589672684669496
해지하시겠습니까?,가입하려고요.,0.9587796330451964
해지하시겠습니까?,상품,0.9579657316207886
해지하시겠습니까?,결합상품,0.9571915864944458
해지하시겠습니까?,개통하고,0.9562438130378724
해지하시겠습니까?,납부에,0.9561689496040344
해지하시겠습니까?,부가서비스를,0.9559104442596436
해지하시겠습니까?,서비스요.,0.9555191397666932
해지하시겠습니까?,로밍에,0.9545885324478148
해지하시겠습니까?,안녕하세요?,0.9531092047691344
해지하시겠습니까?,와이파이가,0.9518499374389648
해지하시겠습니까?,물어볼,0.9514063596725464
해지하시겠습니까?,나오네요.,0.9513819813728333
노트북이,연결이,0.9926435351371764
노트북이,태블릿이,0.9904649257659912
노트북이,와이파이가,0.9893073439598083
노트북이,하려고,0.9878010749816896
노트북이,적립하고,0.987550973892212
노트북이,분실했는데,0.9871688485145568
노트북이,느립니다.,0.9846932888031006
노트북이,추가하고,0.98452490568161
납부에,결합상품을,0.99214905500412
납부에,할인에,0.9896750450134276
납부에,추가하시겠습니까?,0.989392876625061
납부에,해지하실,0.989388346672058
납부에,문의드려요.,0.9887765645980836
납부에,보충권을,0.987901508808136
핸드폰을,안녕하세요.,0.9851515293121338
핸드폰을,속도가,0.984752595424652
핸드폰을,설치하고,0.9844737648963928
핸드폰을,청구서,0.9826825857162476
핸드폰을,조회,0.9771223068237304
핸드폰을,포인트를,0.974239706993103
핸드폰을,새로,0.9735419750213624
핸드폰을,나서,0.9719393253326416
청구서에,안녕하세요.,0.9675481915473938
청구서에,조회하고,0.96649432182312
청구서에,핸드폰을,0.9654042720794678
청구서에,가입하려고,0.9622766971588136
청구서에,폰이,0.9599308371543884
청구서에,휴대폰을,0.9594012498855592
청구서에,조회하려고,0.9560706615447998
청구서에,물어볼,0.9508530497550964
청구서에,청구서,0.9470515251159668
청구서에,포인트를,0.9438371062278748
청구서에,상품,0.9431212544441224
청구서,안녕하세요.,0.9903210401535034
청구서,조회하려고요.,0.9855627417564392
청구서,가입한,0.9806190133094788
청구서,안녕하세요!,0.9801267385482788
청구서,느려요.,0.9760999083518982
청구서,신규,0.973036766052246
은행명을,"<BANK_NAME>,",0.9679878354072572
은행명을,"신한은행,",0.9663730263710022
은행명을,변경에,0.9610490202903748
은행명을,은행명과,0.9597718119621276
은행명을,한번,0.9583308100700378
은행명을,변경되었습니다.,0.957765519618988
은행명을,은행명,0.9576470851898192
은행명을,후,0.9547096490859984
은행명을,그것으로,0.954674243927002
은행명을,완료했습니다.,0.9538183212280272
은행명을,변경해주세요.,0.9534339904785156
은행명을,해당,0.9529848098754884
은행명을,가입할게요.,0.9527841210365297
은행명을,해지에,0.9527063965797424
은행명을,카드번호와,0.9522513151168824
은행명을,언제부터,0.9516134858131408
계좌번호와,은행명을,0.9911513328552246
계좌번호와,변경에,0.964493453502655
계좌번호와,은행명과,0.9624814987182616
계좌번호와,계좌번호를,0.9597336053848268
계좌번호와,계좌의,0.9577727913856506
계좌번호와,신용카드로,0.9543500542640686
계좌번호와,"<BANK_NAME>,",0.9525396823883056
계좌번호와,<CARD_NUMBER>입니다.,0.951958179473877
계좌번호와,<NEW_PLAN_NAME>으로,0.9484504461288452
계좌번호와,납부로,0.9475883841514589
계좌번호와,카드입니다.,0.9465168714523317
계좌번호와,이체입니다.,0.9454007744789124
계좌번호와,<CARD_NAME>,0.9449731707572936
계좌번호와,은행,0.944530725479126
계좌번호와,은행명,0.9436659216880798
계좌번호와,"신한은행,",0.9430944919586182
계좌번호와,카드번호와,0.9402180314064026
계좌번호와,해당,0.9390027523040771
그냥,해지를,0.989714741706848
그냥,돼서요.,0.9881155490875244
그냥,접수를,0.9874744415283204
그냥,알려주시겠습니까?,0.986503541469574
그냥,사유는,0.9859145283699036
그냥,측정한,0.985481023788452
그냥,바꾸려고요.,0.9853801727294922
그냥,위약금이,0.9850150942802428
그냥,말씀하세요.,0.9847317934036256
그냥,가입하신,0.9843147993087769
그냥,가게,0.9839323163032532
그냥,해줘.,0.9835054278373718
그냥,위해,0.9830843210220336
그냥,이사를,0.9828860759735109
그냥,해지할,0.9818387031555176
그냥,환불은,0.9814143180847168
그냥,알려주시겠어요?,0.9811233282089232
그냥,카드번호는,0.9810956716537476
그냥,<MOBILE_NUMBER>인가요?,0.980588436126709
그냥,<NAME>이에요.,0.9804403781890868
<CARD_NUMBER>입니다.,"신한은행,",0.9854852557182312
<CARD_NUMBER>입니다.,생년월일도,0.98059344291687
<CARD_NUMBER>입니다.,은행명을,0.9747300744056702
<CARD_NUMBER>입니다.,카드번호는,0.9697638750076294
<CARD_NUMBER>입니다.,사유는,0.9696711301803588
<CARD_NUMBER>입니다.,생년월일,0.9670720100402832
<CARD_NUMBER>입니다.,이사를,0.9668196439743042
<CARD_NUMBER>입니다.,알려주시겠어요?,0.9656779766082764
<CARD_NUMBER>입니다.,완료했습니다.,0.9654292464256288
<CARD_NUMBER>입니다.,접수를,0.9635980725288392
<CARD_NUMBER>입니다.,돼서요.,0.9631417989730836
<CARD_NUMBER>입니다.,바꾸려고요.,0.960795521736145
<CARD_NUMBER>입니다.,그냥,0.960465133190155
<CARD_NUMBER>입니다.,"<BANK_NAME>,",0.9603392481803894
<CARD_NUMBER>입니다.,될까요?,0.9596169590950012
<CARD_NUMBER>입니다.,봐줬으면,0.9591417908668518
<CARD_NUMBER>입니다.,해지를,0.9586212635040284
변경에,보세요.,0.9850207567214966
변경에,<CARD_NAME>,0.9804901480674744
변경에,<NEW_PLAN>으로,0.9804630875587464
변경에,높은,0.9801948666572572
변경에,해당,0.9801888465881348
변경에,<NEW_PLAN_NAME>으로,0.9793736338615416
변경에,문자는,0.979341208934784
변경에,은행,0.9778398871421814
변경에,변경하면,0.9777671694755554
변경에,거로,0.97686105966568
변경에,납부로,0.976536214351654
변경에,이체입니다.,0.9762400388717652
변경에,이용하실,0.9759711623191832
변경에,변경됩니다.,0.9757468104362488
변경에,그거로,0.9755510687828064
변경에,어서,0.975406289100647
변경에,신용카드,0.9754047989845276
변경에,가입하시겠습니까?,0.9748138785362244
변경에,제공되는,0.9740774035453796
<BANK_NAME>,은행명을,0.9743664860725404
<BANK_NAME>,<CARD_NUMBER>입니다.,0.9730461835861206
<BANK_NAME>,계좌번호와,0.951552391052246
<BANK_NAME>,한번,0.9496843814849854
<BANK_NAME>,변경되었습니다.,0.947356104850769
<BANK_NAME>,"신한은행,",0.9438437819480896
<BANK_NAME>,후,0.9433729648590088
<BANK_NAME>,생년월일,0.934605360031128
<BANK_NAME>,완료했습니다.,0.92867511510849
<BANK_NAME>,<NEW_CHARGE>입니다.,0.9286656379699708
<BANK_NAME>,처리를,0.927305281162262
<BANK_NAME>,계좌번호를,0.9265887141227722
<BANK_NAME>,생년월일도,0.9245907068252563
<BANK_NAME>,"<BANK_NAME>,",0.9206202626228333
<BANK_NAME>,동의하시나요?,0.9205806851387024
<BANK_NAME>,언제부터,0.9201128482818604
<BANK_NAME>,처리,0.9186860918998718
<BANK_NAME>,말씀드리겠습니다.,0.917990505695343
<BANK_NAME>,알려주시겠어요?,0.9174380898475648
서비스요.,'+,0.9855762124061584
서비스요.,해지하실,0.984798789024353
서비스요.,일시,0.9846213459968568
서비스요.,해지하십니까?,0.9843584299087524
서비스요.,번호,0.9838473200798036
서비스요.,알려주시겠습니까?,0.9834294319152832
서비스요.,분실했어요.,0.983199179172516
서비스요.,확인해야,0.9815964102745056
서비스요.,느립니다.,0.9804086685180664
서비스요.,해지를,0.9803876876831056
서비스요.,잃어버렸습니다.,0.9803687930107116
서비스요.,그냥,0.9800075888633728
서비스요.,보안,0.9798925518989564
서비스요.,회선,0.9797219634056092
서비스요.,보충권을,0.9796462655067444
서비스요.,말씀하세요.,0.9791107773780824
서비스요.,상품은,0.9790805578231812
서비스요.,기기의,0.978515326976776
서비스요.,결합상품,0.9784692525863647
서비스요.,추가하고,0.9782147407531738
계좌번호를,은행명과,0.9945162534713744
계좌번호를,계좌의,0.9818655848503112
계좌번호를,"신한은행,",0.9787406325340272
계좌번호를,카드번호는,0.9749051332473756
계좌번호를,해줘.,0.97380793094635
계좌번호를,상품으로,0.972137689590454
계좌번호를,<CARD_NUMBER>입니다.,0.9704669713974
계좌번호를,"<NAME>이야,",0.9688153862953186
계좌번호를,카드번호를,0.9676591157913208
계좌번호를,모델로,0.9667792320251464
계좌번호를,위해,0.966115176677704
계좌번호를,<MOBILE_NUMBER>!,0.96529358625412
계좌번호를,확인을,0.965056538581848
계좌번호를,가입자,0.9648377299308776
계좌번호를,<NAME>이에요.,0.9647307991981506
계좌번호를,은행명을,0.9642031788825988
계좌번호를,말씀하세요.,0.9640909433364868
계좌번호를,줘!,0.9632728695869446
계좌번호를,"<NAME>,",0.9632129669189452
"<BANK_NAME>,",설명,0.9933912754058838
"<BANK_NAME>,",카드번호와,0.9921544194221495
"<BANK_NAME>,",<CARD>요.,0.9921246767044068
"<BANK_NAME>,",은행명,0.9918407201766968
"<BANK_NAME>,",<PLAN_NAME>인데요.,0.9916142821311952
"<BANK_NAME>,",싶어.,0.991454303264618
"<BANK_NAME>,",신한은행,0.9913923144340516
"<BANK_NAME>,",구매해,0.9910555481910706
"<BANK_NAME>,",그것으로,0.990742325782776
"<BANK_NAME>,",종류를,0.9907408356666564
"<BANK_NAME>,",통화는요?,0.9907136559486388
"<BANK_NAME>,",<MODEL>이야.,0.9906879663467408
"<BANK_NAME>,",원하십니까?,0.9905502200126648
"<BANK_NAME>,",무제한입니다.,0.9905499815940856
"<BANK_NAME>,",등급이십니다.,0.9903161525726318
"<BANK_NAME>,",<PLAN>으로,0.9902671575546264
"<BANK_NAME>,",<CARD_NUMBER>이고,0.9902299642562866
"<BANK_NAME>,",진행됩니다.,0.9901010990142822
"<BANK_NAME>,",접수해,0.9900751113891602
사유는,돼서요.,0.9923827648162842
사유는,신고가,0.9898476004600524
사유는,알려주시겠어요?,0.9894533157348632
사유는,옮기려고요.,0.9880067706108092
사유는,가게,0.987606942653656
사유는,해지를,0.986928403377533
사유는,접수를,0.9861052632331848
사유는,가입하신,0.9847069978713988
사유는,이사를,0.9838961958885192
사유는,해지되었습니다.,0.9828280210494996
사유는,봐줬으면,0.9821851849555968
사유는,생년월일,0.9817124605178832
사유는,약정기간이,0.9816826581954956
사유는,측정한,0.9814704656600952
사유는,옮겨!,0.9810457825660706
신고가,옮기려고요.,0.9952635765075684
신고가,돼서요.,0.9928414225578308
신고가,약정기간이,0.9922330379486084
신고가,옮겨!,0.9922093749046326
신고가,가게,0.9921680688858032
신고가,알려주시겠어요?,0.9900774955749512
신고가,남은,0.989924132823944
신고가,처리됩니다.,0.9885305762290956
신고가,기사님께서,0.988362431526184
신고가,즉시,0.9878135919570924
신고가,받으시고,0.9876580238342284
신고가,해지를,0.9875708818435668
신고가,가입하신,0.9873641133308412
신고가,해지해주세요.,0.98716938495636
신고가,접수를,0.9870553612709044
은행명과,계좌의,0.9926167130470276
은행명과,카드입니다.,0.9729048609733582
은행명과,해줘.,0.9706957936286926
은행명과,확인해야,0.970010221004486
은행명과,상품으로,0.9698614478111268
은행명과,"신한은행,",0.969533145427704
은행명과,단계,0.9694625735282898
은행명과,바꿀,0.9694328308105468
은행명과,원하시면,0.968963623046875
은행명과,LTE,0.9673700928688048
은행명과,납부로,0.9671971201896667
은행명과,"<NAME>이야,",0.9668201208114624
은행명과,바꿔!,0.9665502905845642
은행명과,카드번호는,0.9665114283561708
은행명과,카드번호를,0.9664534330368042
은행명과,확인을,0.9660404324531556
은행명과,모델로,0.9656710028648376
은행명과,이체입니다.,0.9656290411949158
접수를,봐줬으면,0.995141863822937
접수를,알려주시겠어요?,0.9933228492736816
접수를,이사를,0.99201637506485
접수를,가게,0.9918150901794434
접수를,측정한,0.9892041087150574
접수를,말씀하세요.,0.9890718460083008
접수를,해지할,0.988460898399353
접수를,가입하신,0.9882914423942566
접수를,와!,0.9877879619598388
접수를,환불은,0.986865222454071
접수를,카드번호는,0.9867193102836608
접수를,위해,0.9863573908805848
한번,말씀드리겠습니다.,0.9876974821090698
한번,생년월일,0.9870815873146056
한번,기사님께서,0.9825543761253356
한번,잘,0.982550084590912
한번,남은,0.9811667799949646
한번,받으시고,0.9805154204368592
한번,방문하여,0.980330765247345
한번,정지,0.9786893129348756
한번,변경해주세요.,0.9783176779747008
한번,기사님이,0.9781585335731506
한번,처리해!,0.9779646992683412
한번,좋겠습니다.,0.977935552597046
한번,완료했습니다.,0.9775744080543518
한번,옮기려고요.,0.9774920344352722
한번,신고가,0.9771333932876588
한번,작성하셔야,0.9765440225601196
한번,진행해,0.9763535857200624
한번,신청서를,0.975665807723999
한번,재발급,0.9752596020698548
한번,해지에,0.9752064347267152
돼서요.,가게,0.9964293837547302
돼서요.,측정한,0.993895947933197
돼서요.,옮기려고요.,0.9929248690605164
돼서요.,옮겨!,0.9929104447364808
돼서요.,와!,0.9922726154327391
돼서요.,접수를,0.992090344429016
돼서요.,가입하신,0.9920253157615662
돼서요.,알려주시겠어요?,0.9916850328445436
돼서요.,해지를,0.991250455379486
돼서요.,환불은,0.9912245273590088
돼서요.,처리해!,0.9907939434051514
돼서요.,봐줬으면,0.9904069304466248
돼서요.,신청서를,0.9902925491333008
돼서요.,남아있으신가요?,0.9902707934379578
돼서요.,<MODEL_NAME>이죠?,0.9900711178779602
돼서요.,제한,0.9900444149971008
돼서요.,약정기간이,0.9898359775543212
돼서요.,분실신고,0.98981511592865
